the_geom,cartodb_id,date_created_aest,spot_id,longitude,latitude,spot_name,spot_type,user_perspective,safe_category,unsafe_category,description,cycling_stress_rating,time_of_day,frequency,video_embed,rider_type,gender_description,submitter_name,image_attachment,no_of_comments,no_of_likes,activity,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18
0101000020E6100000FDB6CC8E394A6240898CBBFF172D42C0,5912,2021-05-20 15:20:00+00,396797,146.3195261,-36.35229489,Ruby Bittner,Unsafe Spot,cycling,N/A,Poor surface,Very Poor surface but also very Narrow when turning. It also needs a mirror or something so you can see anyone coming from around the corner.,1,not relevant,once fortnight,,very confident,,Ruby,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000009F10F05AF8216240886BEF3247EE42C0,5913,2021-05-20 15:22:00+00,396801,145.0615668,-37.86154782,"Gardiners Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,Un-level/bumpy surface makes for very rough ride,2,anytime,fewtime week,,somewhat confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000783D3D5B2C266240A6B6D4415EE642C0,5914,2021-05-20 16:44:00+00,396884,145.1929146,-37.7997515,"Koonung Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,There is a drain at the west end of the underpass that is extremely slick when wet but is also very hard to avoid when riding westbound since you can't see it until just before you reach it. I've crashed due to this drain and suspect I'm not the only one.,1,anytime,once month,,very confident,,hdb,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E002BFFC84226240A24894494FF442C0,5915,2021-05-20 16:49:00+00,396890,145.0787338,-37.90866966,"North Road,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,No bike lanes forces you into a really rough shoulder with high levels of traffic. Makes for a really unpleasant ride eastbound,3,evening peak,once month,,very confident,,Dan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000001B0BAFC9FF2362401312C4D4F1DE42C0,5916,2021-05-20 19:39:00+00,396988,145.1249741,-37.7417551,"Main Yarra Trail,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,There is often a large amount of sediment and debris on the path here from overflow following rain. ,1,anytime,fewtime week,,very confident,,hdb,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000003C93ECC75C206240A1FFB320F3E842C0,5917,2021-05-20 19:44:00+00,396991,145.0113258,-37.81991967,"Bridge Road,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,Drainage issues in the westbound bike lane and then left lane from Officeworks to Burnley St. Rest of the westbound road is mostly fine for drainage (obviously under the same weather condition),1,,daily,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000241AEE6D441D624090DB50AD95E642C0,5919,2021-05-20 21:11:00+00,397090,144.9146032,-37.80144278,"DBO Centre, Melbourne Victoria",Unsafe Spot,cycling,N/A,Poor surface,Huge bumps in road. No bike lane. Trucks speeding past.,4,morning peak,fewtime week,,very confident,,Sunny,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000069087D9F60246240605E3E6122E942C0,5920,2022-05-20 07:03:00+00,397198,145.1367948,-37.82136169,"Box Hill to Ringwood Rail Trail,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,"There is a gap in the tarmac here, and a weird diversion around some rail(?) infrastructure",2,anytime,once week,,very confident,,Phil,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000004A647A1DCC1F6240265FE02413F742C0,5921,2022-05-20 08:06:00+00,397227,144.9936664,-37.93027173,"New Street,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,"Poor street lighting mixed with poor repairs to ever increasing potholes, mixed with large gravel strewn over cycle zone creates a dangerous mix
for road bikes with Narrower wheels , even though i know its there I've almost lost it 3 times ",3,evening peak,once week,,very confident,,Aranka,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000899BAE82732162403083312251DD42C0,5922,2022-05-20 13:22:00+00,397515,145.0453504,-37.7290385,"Kylta Road,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,Road surface is terrible on most of this street,1,anytime,once week,,very confident,,Carson,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000C742194F6926624022A8D8A0C8FE42C0,5923,2022-05-20 20:59:00+00,397683,145.2003551,-37.99049769,"Cheltenham Road, Dandenong Victoria",Unsafe Spot,cycling,N/A,Poor surface,Much debris in bicycle lanes and many pot holes along length of Cheltenham Rd.,4,late morning,fewtime week,,somewhat confident,,Caroline ,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000003DF3CD91B01E624089F4B258D0E742C0,5924,2022-05-20 23:26:00+00,397708,144.9590539,-37.81104573,"Stop 4: Queen Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Poor surface,The road surface here is beginning to deteriorate and construction barriers/hoarding encroaches on the bike lane and bike box at the intersection.,2,anytime,daily,,very confident,,Ben,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000A318C517521F624018810C7874ED42C0,5925,2022-05-20 23:30:00+00,397709,144.9787711,-37.85511685,"Lakeside Drive,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,There is large hole running perpendicular to the road here.,2,anytime,fewtime week,,very confident,,Ben,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000093509F89D51D6240A00C7EB046E642C0,5926,2023-05-20 10:38:00+00,397722,144.9323166,-37.79903227,"Arden Street steps, Melbourne Victoria",Unsafe Spot,cycling,N/A,Poor surface,It is great to have this side ramp up the steps for cyclists who can't lift their bikes up stairs but the asphalt type surface on top of the metal has worn away and when it is wet the bike slides alot when trying to push it up the ramp (I also have many kilos of produce from vic market in my paniers which makes it more difficult to get up a slippery wet metal surface) please reapply the surface :),3,afternoon,fewtime week,,somewhat confident,,Jo,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000006A5A18D899126240B1AF0A0E8ED842C0,5927,2023-05-20 11:07:00+00,397725,144.5812798,-37.69183517,"Toolern Creek Trail, Melton Victoria",Unsafe Spot,cycling,N/A,Poor surface,Bike track in desperate need of repair from kurunjang wall the way to Melton south,4,late morning,fewtime week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000008FBEEE19AE256240E9D309EC5A0543C0,5928,2023-05-20 15:04:00+00,397770,145.1775026,-38.04183722,"Dandenong Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Poor surface,"Terrible surface, not appealing to anything other than bmx's, so a missed opportunity to reduce traffic again.",2,anytime,once month,,somewhat confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000F686B13BD31E624017CA362E6BE542C0,6099,2020-04-20 06:56:00+00,379844,144.9632853,-37.79233339,"College Crescent, Melbourne Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"With no bike lane and a high volume of traffic, riding on the road feels fairly vulnerable here.",3,morning peak,once week,,very confident,,T,,0,6,6,,,,,,,,,,,,,,,,,,
0101000020E6100000553A0E724D1F6240ED87AFE1AFE342C0,6100,2020-04-20 20:01:00+00,380029,144.9782038,-37.77880498,North of Nicholson And Holden St Intersection,Unsafe Spot,cycling,N/A,Too much vehicle traffic,Two lanes of road traffic try to merge into one as the head north on Nicholson St and often don’t leave enough space or get frustrated by riders. ,3,evening peak,fewtime week,,very confident,,Graeme,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E61000003D6F192689206240D476D9D049E442C0,6101,2021-04-20 13:32:00+00,380296,145.0167418,-37.78350268,"Heidelberg Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"We need to connect the bike path from Fairfield park through to the Alphington bike path and avoid roads all together.

I commute daily to work and also ride with the family on weekends and the city circle bike path and Yarra trail are fantastic but we need to ensure connection and not have gaps where bike riders need to go on roads.
If we had full connection more commuters would ride",4,morning peak,daily,,very confident,,Matt Heafield ,,0,7,7,,,,,,,,,,,,,,,,,,
0101000020E61000007A2F63AFDC1F624099F5BDE119E242C0,6102,2021-04-20 14:58:00+00,380364,144.9956891,-37.76641485,"Latham Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Cars use Latham St and Beavers Road as a rat run. Too much traffic and disregard for speed limits. ,4,anytime,daily,,very confident,,Nick,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E6100000A9A8554F011F62404D20DBE852E742C0,6103,2022-04-20 01:39:00+00,380571,144.9689099,-37.8072177,"Rathdowne Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"Narrow bike lane, too much traffic, dangerous intersection ",2,morning peak,daily,,somewhat confident,,German,,6,14,20,"Major entry to city, terribly dangerous intersection with mixture of cars and bikes.","Bike lane gets really Narrow at this intersection. This, coupled with the strange driver propensity to veer to the right into the bike lane before turning left, makes this intersection really dangerous.","Jackie: Bikelane Narrow...very, very Narrow...and between two lanes of cars. Cars straddle the bike lane and also swing out into it as they turn left making it particularly dangerous.",ClareB: This is the closest I come to death on a daily basis. Bike lane Narrows to width of a single bike on a car-choked thoroughfare plus buses. Raised markers along bike lane tend to 'turn' Narrow tyres.  ,"Hui-chang: Agree the bike lane here becomes very Narrow and you end up being sandwiched between the traffic turning left and going straight, with no protection on either side.","Chuck Kolyvas: The bike lane Narrows to less than a metre in width, leaving the cyclist wedged between heavily stacked left and forward lanes for about 30-40m before the intersection. Cars turning left often sit over the bike lane and often cut in front of cyclists hoping to catch a green arrow. The worst part is, this is the best option for entry to the CBD from Canning Street ",,,,,,,,,,,,
0101000020E61000001FC830DD1A1F6240178B536B69E842C0,6104,2022-04-20 13:01:00+00,380718,144.9720293,-37.81571714,"Exhiberg and Malthouse Lane, Melbourne Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Cars get backed up into the cycle lane while they are waiting to get into the car park or they block the cycling lane by parking illegally for deliveries or drop offs,4,morning peak,fewtime week,,somewhat confident,,Georgina Heydon,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E6100000A0AF0FA1001F6240D4F06FC86DE742C0,6105,2022-04-20 15:19:00+00,380753,144.9688268,-37.80803781,"La Trobe Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"The PT buses and cars block the cycle lane, and turning left bus use the lane.",4,morning peak,daily,,somewhat confident,,Rosie ,,0,11,11,,,,,,,,,,,,,,,,,,
0101000020E6100000AD5BF399621E62406952AF00CBDD42C0,6106,2022-04-20 16:57:00+00,380775,144.9495363,-37.73275765,"Sussex Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Busy intersection with lots of traffic. With a big supermarket nearby lots of impatient and distracted drivers.,4,anytime,fewtime week,,very confident,,Marc Kvansakul ,,5,6,11,"Jack: This is a nightmare for drivers as well! But yes very scary on a bike, given there are a bunch of bike lanes around here.",Chris: I’ll second that!!!!,John Englart: Lizzie Blandthorn announced April 19th that work had started converting this round about to traffic lights. No details on what cycling/pedestrian infrastructure will be incorporated in new intersection,Astir77: What happens to the Sussex St bike lane here heading north? It just disappears and a left turn lane appears. If you want to cycle straight on you have to merge out right across left merging traffic.,"Matt Wilson: Frightening roundabout as there are two vehicle lanes on most approaches, so you have to merge across traffic in a bike on approach to a busy intersection
.",,,,,,,,,,,,,
0101000020E6100000312E0BDC30266240CB16A47444E842C0,6107,2023-04-20 09:32:00+00,381027,145.1934643,-37.8145891,"Mitcham Road, Victoria/Whitehorse Road, Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"This road is used to commute to Mitcham station, both to and from the Park road direction, It can get very busy. There are no viable direct alternative routes. footpath riding is required as it gets so congested during the afternoon. The bike path around Mallauna college/Mitcham primary school only runs for 50m ",3,afternoon,fewtime week,,somewhat confident,,Nina,,1,2,3,Pete: What bike path? There is none.,,,,,,,,,,,,,,,,,
0101000020E61000004219F4EF842662404D3E663597E242C0,6108,2023-04-20 10:26:00+00,381071,145.2037277,-37.77023952,"Stintons Road, Warrandyte South Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,extremely busy road used by drivers to travel east/west,3,anytime,once week,,,,,,1,0,1,"This spot is very dangerous for cyclists heading west, as it’s a slow steep climb through a sharp left bend; a blind corner for motor vehicles heading in the same direction. Then again, there are really no blind corners, just drivers driving faster than they can see. ",,,,,,,,,,,,,,,,,
0101000020E6100000805C870F511C62408D3785D726EC42C0,6109,2023-04-20 22:02:00+00,381306,144.8848951,-37.84493536,"Melbourne Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Very busy and vehicles travelling fairly quickly make travelling from North Rd to Melbourne Rd northbound can be very challenging ,4,evening peak,never,,very confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E6100000F4FC69A3FA1A6240E3075BAADAED42C0,6110,2023-04-20 22:19:00+00,381317,144.8430955,-37.85823564,"Millers Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Bike path has to cross very busy 4 lane road. Difficult/unsafe during busy times. ,2,anytime,fewtime week,,very confident,,,,1,2,3,Dan: +1 No safe way across to Cherry lake and the path on the other side is just gravelly stone and unmaintained.,,,,,,,,,,,,,,,,,
0101000020E61000004E8061F9B31F624027ACC75C9DE742C0,6197,2020-05-20 00:03:00+00,394994,144.9907195,-37.80948982,"Victoria Parade,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"There are literally five (5) parking spots here which essentially undermine most of the gains from the full-time bus lane along the entire rest of Victoria Parade, and cause massive bottlenecks way back up the hill while buses merge into other traffic. This happens any time outside peak (4-7.30pm M-F it's no standing), so essentially the lane is always blocked and unsafe leading up to here.",3,,once week,,,,,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E61000007DB3CD8D691E624065A16328A3DF42C0,6198,2020-05-20 08:14:00+00,395050,144.950385,-37.74716668,"Lascelles Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Cars drive really fast through here and traffic gets heavy in peak times. As cars park on the sides it means there is less room and visibility. I have to turn right and it's really scary doing so,4,evening peak,daily,,very confident,,Brigid,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000845671F4C21F624081E54A359AE942C0,6200,2020-05-20 12:05:00+00,395413,144.9925482,-37.82501856,"Swan Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Turning right onto Swan Street from Stewart Street is near impossible with heavy traffic and trams. This is not a safe place to turn and people instead gamble going the other way via Punt Road along the footpath (also unsafe) to avoid this intersection.,4,evening peak,daily,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E9E802A8332162405335AC6F81F742C0,6201,2020-05-20 12:06:00+00,395419,145.0375557,-37.93363758,"South Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"Cars parked, heavy traffic most times, and Poor driver behaviour.",4,anytime,once week,,somewhat confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000002DA2DC6CA222624048D0EB91FEE142C0,6204,2020-05-20 13:56:00+00,395771,145.0823273,-37.76558136,"Bulleen Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Many trucks entering or turning onto from Banksia St,1,not relevant,never,,somewhat confident,,John,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DBCF189CB729624098BB3BD79CE942C0,6205,2020-05-20 14:10:00+00,395806,145.3036633,-37.8250989,"Colchester Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,The Cycle lane ends just as the road Narrows.,3,anytime,once fortnight,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000CEB348C9A122624034FB55E399F642C0,6206,2020-05-20 14:53:00+00,395858,145.0822493,-37.92657129,"Warrigal Road,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Take your life in your hands if you ride a bike anywhere along warrigal road,4,anytime,never,,somewhat confident,,Jo Wade,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000081E26CDFC81F6240D6D489360DE742C0,6207,2020-05-20 14:54:00+00,395859,144.9932706,-37.80509073,"138 Gipps Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"During peak hours, this intersection for cars becomes backed up with cars trying to turn right onto Hoddle Street. For all the cars trying to turn left or head straight, they will attempt to drive down the bike lane. I've probably seen at least 5 incidents of cars attempting this and not looking out for bikes. ",3,evening peak,daily,,very confident,,YAC,,0,7,7,,,,,,,,,,,,,,,,,,
0101000020E6100000D167F62FBF1C624044AEAB34EFED42C0,6208,2020-05-20 15:47:00+00,395925,144.8983383,-37.85886248,"Dorcas street/Cecil street , south Melbourne ",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"This intersection is very dangerous die to failure to stop on pedestrian crossing , heavy traffic especially on market days and too speeding vehicles on Dorcas Street",4,anytime,daily,,somewhat confident,,Karen Grant,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000683C11C479FB6140CF2BE096F6C742C0,6209,2020-05-20 16:39:00+00,395971,143.858614,-37.56221281,"Sturt Street, Ballarat Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"The whole of Sturt Street is unpleasant to cycle along in both directions although the street is a delight to the eye. Angle parking, traffic lights and high vehicle speed, even 40 is high, makes riding a bicycle not comfortable or safe. I avoid it as much as possible. Dana and Eyre Streets are safe alternatives for east-west riding.",4,anytime,once month,,very confident,,David Chadderton,,1,1,2,Pete: Dana Street has terrible driver behaviour on the frequent roundabouts. I'd prefer to take Sturt and ride wide to avoid any reversing vehicles.,,,,,,,,,,,,,,,,,
0101000020E6100000C4FD91339E1E6240EAB1CAD892E642C0,6210,2020-05-20 20:52:00+00,396190,144.9568117,-37.80135641,"Peel Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"There's so much going on in this intersection, I'd absolutely avoid this intersection if I have to. It's hard enough for unfamiliar drivers trying to figure out directions and sticking to their lanes. Throw in an impatient driver and you get a recipe for disaster that's bound to happen. ",4,anytime,once month,,very confident,,JC,,2,2,4,Agreed. A five-way roundabout (plus islands) with four-way trams and a series of traffic lights is way too much for drivers and cyclists.,Agree,,,,,,,,,,,,,,,,
0101000020E610000064CE8EAFD81F6240CE70244C28E642C0,6211,2020-05-20 20:55:00+00,396193,144.9952009,-37.79810478,"Lulie Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Parked motor vehicles on west side of lulie st block any line of sight for and traffic approaching from south.,4,evening peak,fewtime week,,very confident,,Andy,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000B89388F02F2062407339D2D77BE642C0,6212,2020-05-20 21:01:00+00,396198,145.005852,-37.80065439,"Yarra Boulevard,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Parked cars blocking access to Yarra boulevard loop,4,evening peak,fewtime week,,,,Andy,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000E40FABE4C81F6240FF13D002BCE642C0,6214,2021-05-20 13:16:00+00,396651,144.9932731,-37.80261264,"Vere Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"Rat-run. This is a route to school and I've been honked off the road by rat-runners.  It should be a quiet street or 'quiet way' useful for cycling and walking, not another rat-run.  It links up with the overpass which is popular with both cyclists and pedestrians because of the god-awful and dangerous crossings along Hoddle St.",2,afternoon,daily,,somewhat confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E61000002B244F48E11F6240DA39ACF403EB42C0,6216,2021-05-20 22:02:00+00,397133,144.9962503,-37.83605822,"Chapel Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"Cyclists are wedged between moving cars that encroach into the bike lane and parked cars that do the same, plus trams and the ever present risk of car doors opening",4,anytime,once week,,very confident,,,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000019D9DF23AC206240850B16DAFBE742C0,6217,2022-05-20 01:49:00+00,397156,145.0210132,-37.81237341,"Findon Crescent,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,Difficult for cars and cyclists  to turn from Findon Cr (and St) into Barkers Rd due to the heavy traffic.  Should be  two sets of traffic lights here with bicycle signals to protect clearway.  Difficult for cyclists to cross Barkers road to access the Findon Crescent-Findon St residential streets which are potentially good bike routes.,3,anytime,once week,,somewhat confident,,Jane,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000069B812CBF72A6240F0B5B1231F4243C0,6219,2022-05-20 15:01:00+00,397600,145.3427482,-38.5165753,Churchill island,Unsafe Spot,cycling,N/A,Too much vehicle traffic,"It is very difficult to cross the busy road to go for a bike ride on Churchill island. Speed limit is too high, sight distance is poor and traffic volume is very high. It will be impossible once the road is duplicated into 4 lanes! Crossing provisions are needed. ",4,anytime,,,interested concerned,,Concerned,,1,0,1,"Irene: The current speed limit of 80 km/h is too high at this T-intersection. It's a dangerous spot for cars also, especially those turning right from the Churchill Island road. The speed limit is 60 km/h around the adjacent Information Centre and should be continued along this section of road. Crossing provisions would be a good start to assist pedestrians and bicyclists cross to/from the walking path across the road.",,,,,,,,,,,,,,,,,
0101000020E610000048B8DAD40A1F62401A898EEC63E942C0,6220,2022-05-20 15:16:00+00,397613,144.9700722,-37.82336194,Nicole Carter,Unsafe Spot,cycling,N/A,Too much vehicle traffic,"There are 6 lanes (and lots of tram tracks) to get across this intersection if you are turning right onto St Kilda Road and you are already riding a little bit slower than usual because you are cycling uphill from Southbank Boulevard.  I have almost been hit several times and will now wait for another green light (even if it is already green) just so I can position myself at the front, ready to go",4,evening peak,fewtime week,,very confident,,Nicole,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000834A010E461F6240AB1FBCF230E242C0,6221,2022-05-20 15:26:00+00,397620,144.9773016,-37.76711878,"Blyth Street,  Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,intersection is hard to predict at night,3,evening peak,fewtime week,,very confident,,Tom,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000005AF3E32FED12624075230B1C79D642C0,6222,2022-05-20 18:10:00+00,397639,144.5914535,-37.67557097,"Centenary Avenue, Melton Victoria",Unsafe Spot,cycling,N/A,Too much vehicle traffic,"This road is busy 24/7, thanks to being at bottom of a dip, cars driving at 60 km/h, you do not have much time to decide whether to cross when you spot car coming (especially when crossing with children)",3,anytime,fewtime week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E002BFFC442362400224609587F342C0,6302,2021-04-20 10:14:00+00,380206,145.1021713,-37.90257518,"George Street, Oakleigh",Unsafe Spot,cycling,N/A,Traffic speed,"Due to parking allowed on both sides, it can be a tight fit to cycle through and have a car try to pass at the same time, in either direction. Cars mostly don't let the cyclist go, even if the cyclist was there first, but just drive at the same speed very closely by. It can be a little horrifying.",4,anytime,daily,,very confident,,Jodie,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000B2FFF0A9D2256240024424B764DA42C0,6304,2022-04-20 16:37:00+00,380773,145.1819658,-37.70619859,"Research - Warrandyte Road, Kangaroo Ground Victoria",Unsafe Spot,cycling,N/A,Traffic speed,The road is shit. Narrow with no edges.,4,anytime,daily,,very confident,,Simon,,1,4,5,hdb: Shoulders should be added all along here.,,,,,,,,,,,,,,,,,
0101000020E6100000AC9F4841C11F6240A49B2FBCB3DB42C0,6306,2023-04-20 09:25:00+00,381024,144.9923407,-37.71642258,"Gilbert Road, Keon Park Victoria",Unsafe Spot,cycling,N/A,Traffic speed,Drivers act like this roundabout is a speedway. Turning right from Edwardes into Gilbert can be very hazardous at times.,1,not relevant,once week,,very confident,,Rob,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000078BE558D142262404B4A8B44B2E942C0,6307,2023-04-20 09:37:00+00,381029,145.0650088,-37.8257528,"Stanhope Grove, Camberwell Victoria",Unsafe Spot,cycling,N/A,Traffic speed,"Broadway is a convenient way to access the Anniversary Trail. But drivers fly through this roundabout, along Stanhope Grove. Cyclists have to enter the roundabout with very little notice of fast oncoming traffic.",2,not relevant,once week,,very confident,,Rob,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000012D66B1F9720624063A7ED9904E842C0,6308,2023-04-20 20:43:00+00,381273,145.0184476,-37.81264042,"Barkers Road,  Victoria",Unsafe Spot,cycling,N/A,Traffic speed,"The bike lane is shared with the traffic. It’s dangerous either because of Traffic speed, or when it’s congested there’s no other way than lane filtering.",4,morning peak,fewtime week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E39BB7FB26FC6140D3D4BA2687C642C0,6374,2020-05-20 11:09:00+00,395159,143.8797587,-37.55099949,Asphalt - lower part of  Chisholm Street hill,Unsafe Spot,cycling,N/A,Traffic speed,"Cars are speeding down this hill and buses are frequent, also on the path there is no barrier protecting the pedestrians.",4,anytime,fewtime week,,somewhat confident,,Geoff,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000A26DEB5D321F6240BEEFA5112FE942C0,6375,2020-05-20 11:14:00+00,395172,144.9748983,-37.82174893,"Boathouse Drive, Melbourne Victoria",Unsafe Spot,cycling,N/A,Traffic speed,There is a conflict here between cars and bikes. There needs to be some signage with notes it is a shared zone and that cars need to be cautious of bike riders and pedestrians crossing.,3,evening peak,daily,,very confident,,EB,,1,1,2,Maria: I have trouble at this intersection too. I believe cars have right of way so I always keep an eye out when I'm cycling through this intersection but cars can easily sneak around the corner from Alexandra Avenue without notice. The cars are just as surprised to see a bike. They need to improve signage or road markings — something to make it clear this is a shared zone.,,,,,,,,,,,,,,,,,
0101000020E6100000C79BFC165DFB614096DD403F5BC742C0,6376,2020-05-20 14:06:00+00,395797,143.8551135,-37.55747214,"Doveton Street North, Ballarat Victoria",Unsafe Spot,cycling,N/A,Traffic speed,"High traffic volume and speed make crossing the A300 scary, even when walking my bike across as a pedestrian. I avoid it.",4,anytime,once month,,very confident,,David Chadderton,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000A4158497052062403872F63193EE42C0,6377,2020-05-20 15:22:00+00,395899,145.0006826,-37.86386704,"Hotham Street,  Victoria",Unsafe Spot,cycling,N/A,Traffic speed,In peak hour cars speed downhill here and 2 car lanes are too Narrow - ride on the footpath here,4,evening peak,once week,,somewhat confident,,Trevor,,1,0,1,Jonathan Cookson: The buses also drive like maniacs down Hotham,,,,,,,,,,,,,,,,,
0101000020E6100000900CDEFCAB0A6240D42E436FB36442C0,6378,2020-05-20 19:34:00+00,396149,144.3334946,-36.78672591,"Redesdale - Bendigo Road, Bendigo Victoria",Unsafe Spot,cycling,N/A,Traffic speed,"This road is the only paved and direct route into and from central Bendigo with cars on an limit of 80km/hr ...there needs to be a separated and Custom built bike path from Strathfieldsaye to Bendigo
",4,late morning,once month,,somewhat confident,,Brian,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000586C38D1534B6240F8A156C13D3842C0,6380,2021-05-20 11:37:00+00,396582,146.3539816,-36.43938462,"Snow Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Traffic speed,"Snow Road is Narrow and cars and trucks travel at 100kms / hr on this road no bike lane . the grass verge on side of the road too rough to ride or walk, but wide enough to make a bike/walking track to meet up with the one bike track on the other side of the wangaratta/whitfield road.",4,anytime,fewtime week,,interested concerned,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000047E4397662D6240227A4AB56CED42C0,6381,2021-05-20 12:39:00+00,396603,145.4187733,-37.85488001,"Monbulk Road, Silvan Victoria",Unsafe Spot,cycling,N/A,Traffic speed,Aggressive drivers travelling at high speeds routinely harass riders along this road.,4,anytime,once month,,very confident,,Pete,,0,0,0,,,,,,,,,,,,,,,,,,
